,adminRights,controllables,controllers,dcomRights,members,membership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,isaclprotected,lastseen,name,objectid,samaccountname,whencreated,psRemoteRights,rdpRights,sessions,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,control_risk,system_tags,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,members_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,members_controllables_mean,users_mean-group_control,users_mean-group_control_norm,control_risk_norm,control_risk_norm_100,control_risk_100
27,0.0,0.0,217.0,0.0,23.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=WI-VIC-DISTLIST1,OU=TEST,OU=FIN,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,WI-VIC-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3606,WI-vic-distlist1,1742159161.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],240.0,,,,0.0,0.49885057471264366,0.0,0.008859784283513097,1.0,0.0,0.0,94.9,94.9,0.9730535325474885,2.480763891543645,0.22268936319006627,0.13190581924505904
28,0.0,0.0,243.0,0.0,53.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MI-COB-DISTLIST1,OU=T2-ROLES,OU=TIER 2,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MI-COB-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3607,MI-cob-distlist1,1742159162.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],296.0,,,,0.0,0.5586206896551724,0.0,0.020416024653312787,1.0,0.0,0.0,523.3030303030303,523.3030303030303,0.853166534189543,2.4322032484980283,0.21833024674501045,0.1626838437355728
29,0.0,0.0,275.0,0.0,34.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CA-FABIANYBA-DISTLIST1,OU=GROUPS,OU=BDE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,CA-FABIANYBA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3608,CA-FabianyBa-distlist1,1742159162.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],309.0,,,,0.0,0.632183908045977,0.0,0.013097072419106317,1.0,0.0,0.0,644.1904761904761,644.1904761904761,0.819336631034206,2.464617611499289,0.2212399689799914,0.1698287422780135
30,0.0,0.0,218.0,0.0,27.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CO-CAM-DISTLIST1,OU=T1-SERVERS,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,CO-CAM-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3609,CO-cam-distlist1,1742159162.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],245.0,,,,0.0,0.5011494252873563,0.0,0.010400616332819723,1.0,0.0,0.0,181.4090909090909,181.4090909090909,0.9488442844653043,2.4603943260854804,0.2208608596489596,0.13465385714599776
31,0.0,0.0,278.0,0.0,108.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RA-VIVALAPAT-DISTLIST1,OU=SERVICEACCOUNTS,OU=FIN,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RA-VIVALAPAT-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3610,RA-vivalapat-distlist1,1742159162.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],386.0,,,,0.0,0.639080459770115,0.0,0.04160246533127889,1.0,0.0,0.0,250.72727272727272,250.72727272727272,0.9294458485020156,2.6101287736034093,0.2343019891651731,0.2121485259524699
32,0.0,0.0,219.0,0.0,23.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AN-ORIONPUER-DISTLIST1,OU=T1-DEVICES,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AN-ORIONPUER-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3611,AN-orionpuer-distlist1,1742159163.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],242.0,,,,0.0,0.503448275862069,0.0,0.008859784283513097,1.0,0.0,0.0,451.2,451.2,0.8733442996675972,2.385652359813179,0.21415153881053214,0.13300503440543454
33,0.0,0.0,218.0,0.0,16.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=GL-COV-DISTLIST1,OU=TEST,OU=SEC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,GL-COV-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3612,GL-cov-distlist1,1742159163.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],234.0,,,,0.0,0.5011494252873563,0.0,0.0061633281972265025,1.0,0.0,0.0,748.5,748.5,0.790145997856787,2.29745875134137,0.2062347118303553,0.12860817376393255
34,0.0,0.0,247.0,0.0,58.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SE-197-ADMINGROUP1,OU=GROUPS,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,SE-197-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3613,SE-197-admingroup1,1742159163.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],305.0,,,,0.0,0.5678160919540229,0.0,0.02234206471494607,1.0,0.0,0.0,279.14285714285717,279.14285714285717,0.92149385264484,2.511652009313809,0.22546207981167812,0.16763031195726252
35,0.0,87.0,219.0,0.0,24.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=EL-CAROLINA6-ADMINGROUP1,OU=AZR,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:39.799Z,EL-CAROLINA6-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3614,EL-carolina6-admingroup1,1742159163.0,0.0,0.0,0.0,False,13.0,19.0,"                                     label       kind  \
id                                                      
1002                     USERS@MYLAB.LOCAL  Container   
1019               LOUIS_TYLER@MYLAB.LOCAL       User   
128              DOMAIN ADMINS@MYLAB.LOCAL      Group   
2510             CLAUDE_GIBSON@MYLAB.LOCAL       User   
2546           JERMAINE_HAYDEN@MYLAB.LOCAL       User   
3027          DY-PAU-DISTLIST1@MYLAB.LOCAL      Group   
477              JENNA_HARDING@MYLAB.LOCAL       User   
649                  DAN_VELEZ@MYLAB.LOCAL       User   
843                 LISA_BOWEN@MYLAB.LOCAL       User   
869           DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870           DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
877           TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
882   EL-CAROLINA6-ADMINGROUP1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
2510  S-1-5-21-1333368235-828418111-1849936505-3196       False   
2546  S-1-5-21-1333368235-828418111-1849936505-3233       False   
3027  S-1-5-21-1333368235-828418111-1849936505-3790       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
649   S-1-5-21-1333368235-828418111-1849936505-1619       False   
843   S-1-5-21-1333368235-828418111-1849936505-1813       False   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
882   S-1-5-21-1333368235-828418111-1849936505-3614       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
2510          False        2025-03-16T21:35:40.117Z  
2546          False        2025-03-16T21:35:40.117Z  
3027          False        2025-03-16T21:35:40.097Z  
477           False  2025-03-16T21:35:31.048103438Z  
649           False        2025-03-16T21:35:40.117Z  
843           False        2025-03-16T21:35:40.117Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
882           False        2025-03-16T21:35:39.799Z  ","   source target       label        kind                        lastSeen
0     882   2510  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
1    2510    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2     870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
3    1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
4     882   3027  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
5    3027    869    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6     869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
7    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
8     882    649  GenericAll  GenericAll  2025-03-16T21:35:31.203879153Z
9     649    877    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
10    877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
11    882    843  GenericAll  GenericAll  2025-03-16T21:35:31.203879153Z
12    843    877    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
13    882   2546  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
14   2546    877    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
15    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
16    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
17    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
18    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-3196'
 'S-1-5-21-1333368235-828418111-1849936505-3233'
 'S-1-5-21-1333368235-828418111-1849936505-3790'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-1619'
 'S-1-5-21-1333368235-828418111-1849936505-1813'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3614']",359.0,,,,0.024356103023516238,0.503448275862069,0.6333333333333333,0.009244992295839754,1.0,10.0,0.01394700139470014,513.8333333333334,426.83333333333337,0.8801632209170313,3.0644929268264898,0.2750886453570614,0.1973091212874008
36,0.0,0.0,218.0,0.0,24.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=KE-REY-ADMINGROUP1,OU=HRE,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,KE-REY-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3615,KE-rey-admingroup1,1742159164.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],242.0,,,,0.0,0.5011494252873563,0.0,0.009244992295839754,1.0,0.0,0.0,468.05882352941177,468.05882352941177,0.868626420460819,2.379020838044015,0.21355625065562545,0.13300503440543454
37,0.0,0.0,411.0,0.0,209.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RO-IXCHEL_94-DISTLIST1,OU=TEST,OU=AWS,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RO-IXCHEL_94-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3616,RO-ixchel_94-distlist1,1742159164.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],620.0,,,,0.0,0.9448275862068966,0.0,0.08050847457627118,1.0,0.0,0.0,442.0872483221477,442.0872483221477,0.8758944694100154,2.901230530193183,0.26043315989829324,0.3407566997164025
38,0.0,0.0,218.0,0.0,56.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AN-110-DISTLIST1,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AN-110-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3617,AN-110-distlist1,1742159164.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],274.0,,,,0.0,0.5011494252873563,0.0,0.02157164869029276,1.0,0.0,0.0,470.8333333333333,470.8333333333333,0.8678499841875471,2.390571058165196,0.21459307289100976,0.1505924769714424
39,0.0,34.0,221.0,0.0,76.0,5.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=JO-ACU-DISTLIST1,OU=DEVICES,OU=OGC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,JO-ACU-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3618,JO-Acu-distlist1,1742159164.0,0.0,0.0,0.0,False,8.0,9.0,"                             label       kind  \
id                                              
1002             USERS@MYLAB.LOCAL  Container   
1019       LOUIS_TYLER@MYLAB.LOCAL       User   
1207      VERA_BUCKLEY@MYLAB.LOCAL       User   
128      DOMAIN ADMINS@MYLAB.LOCAL      Group   
2865  JO-ACU-DISTLIST1@MYLAB.LOCAL      Group   
477      JENNA_HARDING@MYLAB.LOCAL       User   
872   RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
895   WA-ESA-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1207  S-1-5-21-1333368235-828418111-1849936505-1840       False   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
2865  S-1-5-21-1333368235-828418111-1849936505-3618       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
895   S-1-5-21-1333368235-828418111-1849936505-3764       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
1207          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
2865          False        2025-03-16T21:35:40.097Z  
477           False  2025-03-16T21:35:31.048103438Z  
872           False        2025-03-16T21:35:39.799Z  
895           False        2025-03-16T21:35:40.097Z  ","  source target       label        kind                        lastSeen
0   2865    895    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    895   1207  GenericAll  GenericAll  2025-03-16T21:35:31.203879153Z
2   1207    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
3    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
4   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
5    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
6   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
7    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
8    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-1840'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-3618'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-3764']",364.0,,,,0.009518477043673012,0.5080459770114942,0.3,0.029275808936825885,1.0,24.0,0.03347280334728033,290.7368421052632,256.7368421052632,0.9277640928112554,2.8080771591505287,0.2520711126485694,0.20005715918833952
40,0.0,0.0,219.0,0.0,58.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=KE-18D-ADMINGROUP1,OU=T0-PERMISSIONS,OU=TIER 0,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,KE-18D-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3619,KE-18d-admingroup1,1742159165.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],277.0,,,,0.0,0.503448275862069,0.0,0.02234206471494607,1.0,0.0,0.0,90.87179487179488,90.87179487179488,0.9741808108051819,2.499971151382197,0.22441353068406011,0.15224129971200565
41,0.0,0.0,242.0,0.0,23.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=WI-MAXILLOSU-DISTLIST1,OU=TEST,OU=AWS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,WI-MAXILLOSU-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3620,WI-maxillosu-distlist1,1742159165.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],265.0,,,,0.0,0.5563218390804597,0.0,0.008859784283513097,1.0,0.0,0.0,553.4545454545455,553.4545454545455,0.844728744557424,2.409910367921397,0.2163290940370866,0.14564600874975267
42,0.0,0.0,218.0,0.0,26.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=NO-CRISTOBAL-ADMINGROUP1,OU=TEST,OU=OGC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,NO-CRISTOBAL-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3621,NO-cristobal-admingroup1,1742159165.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],244.0,,,,0.0,0.5011494252873563,0.0,0.010015408320493066,1.0,0.0,0.0,395.3157894736842,395.3157894736842,0.8889832886142076,2.400148122222057,0.2154527719148962,0.13410424956581
43,0.0,0.0,219.0,0.0,25.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LU-PENICILIN-ADMINGROUP1,OU=TEST,OU=TST,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LU-PENICILIN-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3622,LU-penicilin-admingroup1,1742159165.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],244.0,,,,0.0,0.503448275862069,0.0,0.00963020030816641,1.0,0.0,0.0,531.1666666666666,531.1666666666666,0.850965924732724,2.3640444009029595,0.21221186908784856,0.13410424956581
44,0.0,0.0,386.0,0.0,19.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LE-050-DISTLIST1,OU=TEST,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LE-050-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3623,LE-050-distlist1,1742159166.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],405.0,,,,0.0,0.8873563218390804,0.0,0.007318952234206471,1.0,0.0,0.0,856.875,856.875,0.7598176562531994,2.6544929303264864,0.23828440193843342,0.2225910699760371
45,0.0,0.0,251.0,0.0,47.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=FE-JOD-ADMINGROUP1,OU=ITS,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,FE-JOD-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3624,FE-jod-admingroup1,1742159166.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],298.0,,,,0.0,0.5770114942528736,0.0,0.01810477657935285,1.0,0.0,0.0,503.72727272727275,503.72727272727275,0.8586447373074816,2.453761008139708,0.22026541025765858,0.1637830588959483
46,0.0,0.0,276.0,0.0,32.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=WE-GAR-DISTLIST1,OU=TEST,OU=AZR,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,WE-GAR-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3625,WE-gar-distlist1,1742159166.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],308.0,,,,0.0,0.6344827586206897,0.0,0.012326656394453005,1.0,0.0,0.0,322.2173913043478,322.2173913043478,0.9094396040961424,2.556249019111285,0.2294653949783631,0.16927913469782574
